ID,TEXT
2505,I went to a burger shop and they gave surprise offers and it made me happy
2506,I was happy when my partner joked around with me to cheer me up after a long day of work.  
2507,I made over $21 dollars today on Mturk!
2508,My wife gave birth to a baby boy and this made me happy.
2509,I got my package delivered with no issues.
2510,I went to my cousin house this morning and had good lunch with chicken recipes.
2511,when i got a job
2512,My sister-in law came to my place after very long time.
2513,I finished a long term role-playing game I was running.
2514,Enjoyed watching basketball and eating pizza with my husband last night.
2515,"I made a wonderful kale salad, that made too many servings, and I called and offered a bowl of it to my neighbor, and he was really happy to have it."
2516,I had a phone call with a friend. 
2517,"I completed a 2 mile run with an average pace of 9min/mile even. Last January, I was running 13 min/mi!"
2518,I finished a project at work.
2519,My dog graduated from training
2520,I planned a goodbye gathering for a friend who is moving to California.
2521,Go to eat sushi with my friends
2522,I went to the grocery store and helped an old lady with carrying some of her groceries to her car when she was leaving. 
2523,Getting my primary car fixed from hail damage that it received from a storm last month.
2524,My new husband and I stayed in a 5-star hotel near home for a mini-honeymoon!
2525,I was happy that I had sonic for dinner. Its my favorite fast food restaurant. 
2526,I was happy to learn my sister in law gave birth to a healthy baby boy yesterday.
2527,I was finally able to get some cleaning done today.
2528,I had received the compliments form my boss for the successful completion of the stock updating task.
2529,I watched Moana with my sister and it was a nice evening.
2530,I went back to my old neighborhood and was able to reminisce about past happenings.
2531,When i woke my son up this morning he had the craziest hair. I told him it was crazy so he ran to a mirror and then turned around with a look of shock. He is only four.
2532,when my son is playing alone in the room.
2533,On checking my monthly bills and expenditures I found myself doing well and actually in line with my plans.
2534,I discovered I had gotten a raise yesterday and didn't even know it!
2535,I gave one of our sick cats an appetite stimulant pill and it almost immediately helped her regain some strength and starting acting a bit more normal.
2536,Eating for in nan with friends
2537,I have found a pack of my favorite crackers this morning.
2538,I went shopping and got most of the things I need for Easter baskets. 
2539,I got to have some responsibility at work
2540,I hit a new PR on shoulders at the gym.
2541,Coffee is wonderful with cream and sugar
2542,I was accepted into the lab that I want to complete my PhD work in!
2543,I got a coupon at work for a free lunch.
2544,Watching the kids play outside under the trampoline.
2545,A coworker bought us all coffee today.
2546,Yesterday my boyfriend (for a little over a month) purchased bus tickets so that he could travel from Canada to the U.S. to visit me for a week. 
2547,"A friend made me laugh when autocorrect accidentally changed his text, but the funny part was that the text still make some sense. "
2548,knowing that ill be traveling to china soon made me happy.
2549,My son telling me bless you for the first time after I sneezed made me very happy.  He is only 2 and has never said it before. 
2550,My wife helped out with the kids yesterday and allowed me to get ready for an appointment.
2551,My husband and I got a new roof put on that our insurance paid for.
2552,I was able to go on a 3 mile walk before work and finish before it started raining.
2553,I woke up a couple of hours before everyone else in the house and got enjoy some lovely alone time.
2554,i went to bar to day and drink costly whisky
2555,Meeting an old friend.. it was great.. that we are still same
2556,I came home from work to tortellini and cranberry juice on my desk prepared for me by my fiancee.
2557,My boyfriend came over with flowers for me.
2558,A friend of mine agreed to go to a Mets game with me!
2559,I watched the Detroit Tigers opening ballgame and they won!
2560,Got holiday from job and spend quality of time with family
2561,When I had set a business goal and achieved just in time.
2562,My girlfriend and I were planning our wedding.
2563,I found out my credit score was much higher than I thought.
2564,A friend of mine stopped by my place and we talked for awhile.
2565,I learned how to study using silhouettes for art.
2566,I talked to my son.
2567,My wife came to get me at 6 AM and took my hand and led me to the bedroom.
2568,I finally got to play my new Nintendo Switch 
2569,"While leaving work today,  I ran into an old friend whom I'd not seen in years."
2570,I am happy because the Indians and the Cavaliers both won today.  
2571,"I thought I had a squirrel infestation in the attic, but I learned that I actually don't."
2572,"i met my school friend in shopping mall,where they sharing our feeling and feeling very happy."
2573,"When i am getting ready to go to my office, my parents send off with cute smile and say Have a nice day and Take care."
2574,I ate a nice piece of cheese with dinner.
2575,YESTERDAY I WENT TO THE CINEMA WITH MY FAMILY. THAT MOMENT UNFORGETTABLE MOMENT.
2576,"Yesterday night there was a birthday party of my friend, we enjoyed it much."
2577,My wife bought me a pair of shorts that I've been wanting to get.
2578,I got a blowjob from this girl at work in the parking lot.
2579,My boss recognized my hard work.
2580,"My wife has additional job interviews this week.  I am so relieved, I'm tired of supporting the family with a single income."
2581,Eating a food that I enjoy made me happy this morning
2582,"I went with a friend to lease a new car, and it was pretty fun helping him pick one out."
2583,"Today at work I completed an application for a grant for playground equipment, and I found out we were approved for it."
2584,My daughter did all of her homework by herself without me asking.
2585,Today I got a clean bill of health from my last physical.
2586,I cleaned up some old rusty equipment by soaking them in vinegar and found out it works very well.
2587,I have found out a way to defeat craps tables using my system of statistical compression
2588,My son's mother and my pseudo-daughter came over and played for a while which was wonderful to watch.
2589,I made a granola cereal for breakfast with cut up bananas and a pinch of sugar on top and had time to sit down and eat it with my husband. 
2590,My father and I had lunch together at 'In and Out Burger.'
2591,I HUSBAND PROMISED ME  TO GO A TOUR IN THIS VACATION. WHICH MAKES ME HAPPY.
2592,I did some online shopping on Jet.com and was surprisingly able to find some items to order that I'm too lazy to go pick up at a store.
2593,I was able to get through the entire day without smoking.
2594,I streamed a movie online.
2595,Yesterday i joined agricultural meeting and i was very happy because i know how to help farmers in non rainy seasons.
2596,i went to movie
2597,"When I am getting ready to go to my office, my parents send off with cute smile and say Have a nice day and Take care."
2598,"Finally i got my own cute pet puppy yesterday, so happy."
2599,"the happiest movement is change to person to person and timeto time, as far as regarding my happiest movement isconcerned when i completed my high school, it is definitelyan unforgettable movement for me all my family members waswaiting my result, it was just momentum movement,"
2600,I GONE JOLLY TRIP WITH MY COUSIN THE LAST WEEK.THAT MOVEMENT MAKE ME A HAPPY
2601,I went to music class.
2602,Made weekend plans for myself with family.
2603,"Eating a warm bowl of pho, while having a slight cold."
2604,"Drinking a ginger tea , thatas all there is , this week hasn't been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything."
2605,I finished a research and data project that took months to complete. 
2606,i solve the puzzle from few years ago
2607,I also bought a watermelon but when I looked at my receipt I realized I wasn't charged for it.
2608,Cleaning the kitchen spotless made me happy this morning.
2609,I finished a project at work.
2610,"My parents used to take us out for dinner every Sunday night for dinner (and ice cream, sometimes, if it was summer). Both parents worked, so we didn't often do family meals during the week. We would talk, play games (mostly educational trivia), and enjoy each other's company.Also, my dad would take us to the diner every Saturday morning to give my mom some alone time, and give us one-on-one (or two-on-one, or three-on-one, depending on my siblings schedules) time with him."
2611,Helping my mom with groceries made me happy.
2612,I listed an item online for sale that I just received in the mail; I felt prompt for listing it.
2613,GOING TO TEMPLE WITH MY FAMILY
2614,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.
2615,I was given complimentary oranges with my online order
2616,I ate pizza with my friends.
2617,Made plans to meet with a business owner for an interview and tour tomorrow.
2618,My cousin went to china and bought me a clock and bag when he came and it made me happy
2619,Bought a New Mobile
2620,My mom is feeling better with her cancer.
2621,When i had sex with my girl.
2622,I got in some good quality gaming time with my friends and had some great laughs while doing it.
2623,Went for shopping and found huge discount on the shoes which i was chasing from a very long time to buy it.
2624,My son completed the action of giving the doll a bottle.
2625,I got to explore a new city while on a business trip.
2626,I prepared fried rice for my son and loved it
2627,A parcel I was expecting from Germany arrived yesterday and today I am gonna pick it up.
2628,Had delicious domino's pizza after so long time
2629,Talked to my boss about getting a promotion and it sounds promising.
2630,Doing some decorating in my bedroom.  It made me happy to personalize my room a bit more now that the basic cleaning has been taken care of.
2631,I sold a tool on ebay for good money. I plan to use that money for furniture
2632,Spent an hour watching videos on home renovations.
2633,I was praised at work yesterday for my work ethic.
2634,My daughter had her piano and voice lessons and listening to her play piano and sing made me very happy and made me a very proud mom!
2635,I went to dinner with friends.
2636,The second cab I took only cost me $4.
2637,A bunch of my tough files finally got the concurrence they needed to proceed and move forward.
2638,I was able to locate my headphones that had gone missing.
2639,I purchased some vegetables for a less fortunate person who was going to use them to make a Jigs Dinner and share with me. I experienced a very happy moment when I gave them the vegetables and they thanked me for them. 
2640,Picking up and pencil and drawing something after not having drawn in a long time made me happy.
2641,I got to eat breakfast at my favorite cafe and it has been a long time.
2642,"My step daughter found a baby turtle, which we brought to the nearest pond."
2643,"It made me happy to use a new tool to clean the bathtub, it was effective and easy to use and saved me at least 15 minutes of scrubbing."
2644,I watched Return of the Jedi on a new Blu-Ray set of Star Wars discs that I got.
2645,"Very often people donat remember their day-by-day routine, but if something unusual or extra ordinary happens. It can be memorable and remarkable for the rest of their lives. For me, such remarkable yesterday event was the light show of dancing fountains. I saw this show for the first time yesterday and feel so happy."
2646,I watched my favorite television series on Netflix.
2647,My wife left me a sweet note in the refrigerator.
2648,Having our pups snuggle into me while we were all sleeping.
2649,My husband came home from work.
2650,i went to see my lover to day
2651,"At work I was joking about having to babysit my niece over the weekend, and how she keeps scratching her butt and trying to touch things around the house and hug me. "
2652,"My favorite pair of socks were waiting for me, clean when I opened my sock drawer this morning."
2653,Giving a great presentation at work for which my manager gave me positive feedback.
2654,I got a nice night of sleep with no interruptions.
2655,I finished reading a book that had me extremely curious to figure out the mystery of the plot.
2656,I had a joking conversation with my husband.
2657,I went out to dinner with my nephew.
2658,I received a phone call from an old friend and that made me happy.
2659,I messaged a friend I haven't spoken to in a while
2660,I got to see my two brothers.
2661,"When I climbed out of my morning shower, I had a fresh clean towel waiting for me."
2662,Dinner with my crush
2663,I beat one of the main bosses in the new Zelda game.
2664,Getting a good morning text from someone I just started dating.
2665,I went to the grocery store which is my absolute favorite errand to run; I love finding sales and seeing new products.
2666,I enjoyed playing Minecraft with my six year old son.
2667,I was able to beat the feeling of needing more and being content with what I already have. 
2668,I ate a good burrito.
2669,One of my sons received a 100 on a test that he was really stressed about.
2670,I had Dinner outing with my wife
2671,I was happy to see my puppy. 
2672,I finished my daily obligations early so had a lot of time to relax and think about things.
2673,yesterday i watched latest movie beauty and the beast. 
2674,I took my son grocery shopping and he helped me to pick out our dinners for the week.
2675,I was able to take a long nap when I got home from work.
2676,Going for a walk with my wife
2677,I finished crocheting a cute jellyfish doll for my friend.
2678,The day with my pet
2679,A client unexpectedly reached out to me this morning for an additional contract.
2680,my happiest moment of today  i met my grandpa and grandpa in this memorable moment.
2681,It rained today and it reduced the temperature.
2682,My daughter received an academic award at school!
2683,I finished my homework faster than I had anticipated
2684,I went for a jog in the evening and enjoyed the nice weather.
2685,My husband came home earlier than expected.
2686,I had a cool dream.
2687,My favorite actors new movie teaser going to launch today and I am going to watch and thinking of that moment feels happy.
2688,I lost some more weight.
2689,when i am come to my office i me my grandpa and grandma they shared me about my uncle's summer vocation trip and blessed me to get a bright furture in my life.
2690,"Yesterday, me and my dad went shopping and purchased more dress for me."
2691,I WENT TO MOVIE
2692,"My wife got to take a nap in the middle of the day, which she really deserved."
2693,"My happiest moment is my college days,because weekly two or three days we bunk the class and go to film, beach any resort. this is my happiest moment."
2694,I had fun  tinkering on the internet on some possible summer weekend get aways to either cape cod or new hampshire
2695,"Earlier today, I was able to sell one of my wood projects. I am trying to start up a small craft business, and this is a pretty good start."
2696,My favourite team winning its match.
2697,"I gave a hero bicycle learn to my sister son.He saw the cycle his happy is endless.I feel very proudly saw his happy.He learn the cycle in 30 minutes.then we back our home and ate some foods then he went his bed,he cant forget the surprise.I feel very comfortable the situation."
2698,An event that made me happy in the past 24 hours was finding 20 dollars in my room.
2699,"I found out that my brother, who has been away at work, is on his way home"
2700,I WENT TO MOVIE
2701,I WENT TO MOVIE
2702,I WENT MOVIE
2703,I went to computer class.
2704,I was able to make a dent in some of my loans.
2705,i went to movie
2706,I WENT TO BROWSING CENTER
2707,"My happiest moment was when I gave birth to my son. Afternine long months of waiting to meet him, at last that daycame. I was just so happy, and its unexplainable!"
2708,my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat in last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....
2709,I read some good comic books.
2710,I AM GOING TO THEATER WITH MY FAMILY MEMBERS ITS A  VERY HAPPINESS IN MY LIFE
2711,"My happiest moment is my college days,because weekly two or three days we bunk the class and go to film, beach any resort. this is my happiest moment."
2712,I watched a movie with my friends last night and we had fun making fun of the movie and just hanging out.
2713,I had enough time to play Lord of the Rings online for a couple hours.
2714,"I recently became friends with a really great group of people. Yesterday we ordered pizza, Chinese, and taco bell. Then we sat around talking and eating. Good times."
2715,Made more than my $2 goal for mechanical turk.
2716,I got a surprised gift from an old friend.
2717,"When my husband came home from work and gave me a kiss, it made me happy."
2718,I went on a nice long walk.
2719,My fiance was super attentive to me today whereas he normally doesn't pay me enough mind.
2720,The food that I ate during the past 24 hours made me happy for a short period of time after consuming it.
2721,My town has went threw so much bad weather in the past 24 hours. I am thankful that everyone is okay and no one got hurt. We have more storm to come and I am praying we get threw those too.
2722,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.
2723,the long time ago i was meet my best friend. i was so happy that moment
2724,My close friend Subha called me yesterday evening and shared her happiness with me that her husband had got a salary hike along with promotion.
2725,"After reaching my office, i started my regular official works. Suddenly my colleague says to me, our boss called you go and meet her. I met her and she says you are promoted as assistant manager. I feel very happy in that moment."
2726,I had a wonderful chicken stew for dinner
2727,we think to celebrate this event so i give to party to my friends .it is very good fun time in my days.i feel very happy to this accusation.they also feel very happy to my promotion.it gives all good time to me.it makes lot of fun in that time.
2728,I drank a nice cold refreshing glass of Crush orange soda after working all day outside in the sun. 
2729,"Taking a nap this afternoon. I need rest, I usually work long hours as a level 1 med aide so when I can grab rest its greatly appreciated."
2730,"Also, this morning I bought a new Apple I Phone which is my long term wish to buy such one. Till now, I am using it & searching & learning new features in it happily."
2731,I got the news of my promotion to a higher post.
2732,I had an easy work day.
2733,evening i went to children home and look at them and helped them
2734,played online multiplayer games and earn more money from rummy game. i won more amount from rummy game. its also memorable. 
2735,evening i went to children home and look at them and helped them
2736,my best friend finally got a job.
2737,when i got a gift
2738,I helped a friend put some furniture together.
2739,I watched one of my favorite shows after a hiatus.
2740,Last night my wife prepared a delicious fish dinner
2741,I went out for authentic Mexican food that was very good.
2742,A close friend of mine is coming to my place after almost 3 years. So excited to see her.
2743,My sister came to visit me today
2744, I bought a new iPad like I'd been planning to for a while 
2745,Received a package I've been waiting for and got to play with it immediately.
2746,I went out in the market and met an old friend of me after many days and I felt happy.
2747,When I drank a milkshake last night.
2748,Purchased a New Television for watching TV programs from home.
2749,An old friend got in touch with me and asked if I would like to get coffee in the coming days.
2750,I won a scrabble game online against my friend with a new high score.
2751,"I walked past the mirror and noticed my reflection, all the hard work I am putting in to get healthy is paying off!"
2752,I gained a few more followers on my Flickr profile.
2753,I made dinner for my mom.
2754,I was happy my family liked the new recipe I tried for dinner last night. 
2755,"I bowled a great game during my league tournament yesterday evening, it was about 50 points above my average - even though we didn't win the round, it was a very good game for me."
2756,I had a really delicious Vietnamese and Chinese dinner.
2757,Connecting with my estranged partner after not being on the same page for a while
2758,"When we went to McDonald's as a treat of sorts after her dentist appointment, my daughter got to play with several other kids on the playground after she ate. "
2759,I was invited to lunch and had a great meal with great conversation.  
2760,I was able to switch my cell phone plan to save money.
2761,I may have secured another photography job with a roller derby outfit.
2762,The grass that we planted in our back yard began to grow.
2763,I went to see my parents. They were really happy to see me.
2764,I found a necklace that had been lost for over a year.
2765,I received a promotion at work. 
2766,I spoke to my mother today about the regular family commitments and she advised me to take rest and not to do work late night. This make me happy.
2767,"I got to take a nap yesterday, and I woke up feeling refreshed."
2768,ate banana pancakes
2769,Started the new Zelda.
2770,Today I'm happy because we've gotten a dumpster to throw away things my grandmother hoarded.
2771,my son basketball team won the championship
2772,My friends asked me to meet up with them this afternoon for drinks.
2773,I proposed to my girlfriend and she said yes.
2774,I got to play a new video game last night uninterrupted for more than an hour.
2775,Eating pizza made me happy. 
2776,I completed a section of a paper that I was writing.
2777,I got to sleep in today due to the bad weather. 
2778,Finding out that today would be a rain free day. I have a ton of stuff to take to the stuff in preparation for moving.
2779,"My boss, yesterday, said she could arrange my schedule so that I can come in at a later time on Thursday by switching with someone who comes in later that day."
2780,I enjoyed one more piece of birthday cake. 
2781,I was in my car and played my favorite music. I had just got a new head unit and did not really test it out. It sounded really good and had some real bass coming from my speakers. It sounded great.
2782,"The Cubs beat their division rival, Cardinals. I was texting my father throughout the game as he is a huge Cubs fan as well. "
2783,I watched a basketball game.
2784,Discovered a new BBQ place in town that makes pretty solid BBQ!
2785,I watched a new TV program that was great.
2786,my brothers birthday celebration on my home so i enjoyed more
2787,Seeing my son walking down the sidewalk after I had been searching for him for over an hour.  Happy Happy Happy 
2788,I ate homemade bread puding
2789,I was able to find my favorite brand of nuts at Trader Joe's
2790,"This morning, around 10:20 am, I was talking with my girlfriend. Prior to that, I had been pissed off by some shit that my boss was doing and I didn't want to deal with him. So my girlfriend and I were texting and it helped take the stress away. Then towards the end of the conversation she called me her knight in shining armor and that genuinely made me happy because it was so innocent and positive in contrast to the hardships that I was going through with my boss. It made me smile and helped me put up with my boss today."
2791,I went snorkeling in the reef and saw a large parrot fish and lots of smaller schools of fish.
2792,We started a new job today and the plants we purchased were beautiful.
2793,"A small happy event that made me happy in the past 24 hours is my neighbor bringing in my trashcans for me and saying hello and being nice. I think it made me pretty happy for the rest of the day because I live in a ghetto poor neighborhood and disrespects my property and leaves trash everywhere, and this neighbor being different brought a different vibe to my life. We basically chatted about our jobs and where he came from and it was very interesting. He was former army and now worked as a security guard at the local casino. I warned him about young people doing burnouts with their cars and night. "
2794,Received the annual increment letter from my employer
2795,I helped a friend out in need with childcare and that made me feel good that I could help her out.
2796,I made a breakthrough at work regarding a project I'm working on.
2797,I listened to a great rap album.
2798,I won a free shirt at the mall.
2799,Today i mate one of my best friend  
2800,Doing 5 reps of 80 pound dumbbells for shoulder press today at the gym.
2801,I was happy when I went to a baseball game
2802,I went out shopping.
2803,I saw my kid sister on the front paper for her varsity soccer team making it to regionals.
2804,I had lots of time to play with my synthesizer today.
2805,"When I got up for work this morning my dogs were in a good mood. I have one dog who is old and arthritic but she's a talker. She was running around the house, howling, barking, and being feisty.  It makes me happy when they are happy and I know they are feeling well."
2806,"I got a good report for the projects accomplished from work last month, which was a very happy way to start a Wednesday to provide motivation to press through the rest of the week with renewed enthusiasm and vigor! "
2807,"I had the best tasting ice tea that was green tea with chunks of mango and pineapple.  It was delicious taste in my mouth, I loved it!"
2808,I made a coffee cake at home.
2809,I did well teaching people how to make objects to print for the 3D printer.
2810,"I decided to take a big step in my life and join my friend in Rodan + Fields skin care. I am beyond nervous, but very happy I can start making positive changes in my life."
2811,My husband brought toys for my son its fabulous its too good my son so happy am too
2812,"I took the dog for a walk and we took a different path than normal, so we got to see new sites we had never seen before."
2813,"The seat next to me on a long flight was empty, so I had more room to stretch out. "
2814,"I went to gym at morning it made me fresh, confidant and happy."
2815,I got my brother to his lab appointment on time this afternoon.
2816,Last night I was able to watch the new episode of Rick and Morty. It was the first new episode of the show in a year and a half.
2817,I went to Jason's Deli for lunch and ate a delicious sandwich.
2818,My friend Liz stopped by and thanked me for the photo I took of her and dropped off a newspaper she thought I would like.
2819,"the happiest moment in my lifethe happiest moment in my life is whenim with someone special,shes been in my lifefor almost 6years.whenever im with her i feltcomplete,yes it may sounds weird but it is true."
2820,"the happiest movement is change to person to person and timeto time, as far as regarding my happiest movement isconcerned when i completed my high school, it is definitelyan unforgettable movement for me all my family members waswaiting my result, it was just momentum movement,"
2821,every moment of my life is happy becz i leave the life in present but happiest moment when achieve in life some new.
2822,Went to an employer this morning for an application and got interviewed and hired on the spot. I start at 8am tomorrow.
2823,"I got to eat gumbo for dinner, which is my favorite meal."
2824,I went to the gym and did a really hard workout that made me feel great and accomplished afterward.
2825,I spoke to a co-worker about a difficult personal issue he was having.
2826,Eating ice cream.
2827,I ate dunkin donuts and it was pretty good
2828,My cousins came to my house and my sons were very happy with them.
2829,I finished all my work.
2830,Seeing my friend for dinner after not seeing her for a month.
2831,Someone was really kind and bought me ice cream today. 
2832,When my wife buying a new brand clothes for me
2833,"I went clothes shopping with my son, and we both tried on some funny outfits while we were shopping."
2834,today i went to the medic with my girlfriend and i was happy because i was with her
2835,"the happiest movement is change to person to person and timeto time, as far as regarding my happiest movement isconcerned when i completed my high school, it is definitelyan unforgettable movement for me all my family members waswaiting my result, it was just momentum movement,"
2836,"the happiest moment in my lifethe happiest moment in my life is whenim with someone special,shes been in my lifefor almost 6years.whenever im with her i feltcomplete,yes it may sounds weird but it is true."
2837,A small event that made me happy was all the birthday wishes I received for my birthday. I also got to spend time with my family.
2838,"After dinner, my wife and I played cards together and listened to classical music."
2839,"I have done an internship in a company after that i went to an interview,i have faced so many rounds finally i got selected and i got a job at that time i felt very happy."
2840,Today my father gifted me a new iphone. I was looking for a new phone from many days. And today he gifted me new phone. I am so excited and happy today. Love you dad.
2841,I got salary for this month and my salary was more than I expected.
2842, My wife and I booked a hotel for next week for a couple night getaway. 
2843,I had time to start on a coloring book after I came home from work.
2844,The wind finally quit blowing.
2845,"My daughter told me that I was the best daddy in the world, then went on and said that each of our family members was the best in the world."
2846,went to my favourite concert yesterday
2847,"Today was my day off, so I was able to relax and catch up on the news while laying in bed."
2848,Last night my  friend GEORGE gift me gold chain on my birthday occasion its happiest event for me.
2849,I enjoyed happy hour with some coworkers at Dave and Busters after work.
2850,My girlfriend took me out to get a milkshake to celebrate completing a longtime goal.
2851,"Yesterday evening when I go back to my home, my little daughter was smiling seeing me at home. It makes me feel very happy."
2852,I took a nice and restful nap.
2853,"When I finally finished a chapter's worth of homework, it felt like a relief."
2854,"I went to the gym and got a crazy muscle pump, I felt amazing after."
2855,The road trip with my friends yesterday night made me feel happy
2856,I bought something on eBay today.
2857,I got praise from my supervisor for work I had done.
2858,Went to Shopping with my husband
2859,My wife gave birth to a baby boy and this made me happy.
2860,I bought a new bicycle.
2861,I was able to contain a spending habit.
2862,I WENT TO COLLEGE
2863,"I was playing a game with a friend that is turn based and he managed to keep up a good turn rate, which isn't common.  "
2864,I bought my wedding shoes!
2865,I got accepted for another assignment for the summer today. I had applied last week and my acceptance letter came today. Great!!!
2866,"I have the rest of this week, plus all of next week off from work."
2867,I was with my four nieces and the youngest one said that I was her favorite uncle.
2868,I texted with a friend.
2869,"I celebrated my older brother's birthday today, and we had a a great time with family."
2870,I had a nice hot shower on a cold day.
2871,I have saved up a lot of money and want to use it to do some remodeling on my house.  Last night I had the contractor come by to do a walk-through so he could give me an estimate and I can finally get started on this project.  
2872,I was trying to book a flight ticket but there were issues with my credit card. I called on someone and it was resolved. Flight booked successfully.
2873,My favorite baseball team won an exciting game that went into extra innings
2874,I got a call from a old college friend after a long time.
2875,I had bought a mango flavored fruit smoothie at a store near work today. It was so good.
2876,I picked my daughter up from school and found out she got a 97 on a test she took that she was worried would be a hard test.
2877,In the past 24 hours something that made me happy is that one of my dogs that ran away came back home. 
2878,In the morning i was happy due to find many HITS on Mturk. i did around 2 hours work and earn $10.00 in 2 hours.
2879,I was able to get to bed really early after my daughter had fallen asleep.
2880,The weather turned milder and it felt like spring!
2881,I got a phone call from a friend. 
2882,I was able to teach my dog how to properly shake.
2883,I met up with a woman I am interested in and we took a long walk and talked about a lot of stuff.
2884,Last night I went to book club and enjoyed the company of good friends.
2885,I made my mturk goal of $60 and was actually $10 over it.
2886,I had work off today to do other errands!
2887,I received a job offer with a competitive compensation.
2888,"I met a couple of my buddies from high school yesterday, after a long time."
2889,I was happy when I was watching a movie with my kid and spending quality time together.
2890,"I finished the assignment for my class this afternoon yesterday, far earlier than I usually finish it."
2891,"A mom of a girl I teach sent me a text asking if I screenshotted her pic on snapchat. I replied, guilty, and she quickly replied by sending another picture of her smiling and said you could have just asked. "
2892,The chicken I made for dinner last night was amazing.
2893,My brother came from abroad and he give me a watch
2894,Today i got an unexpected leave from my work.
2895,Taking my children to daycare for the first time in years made me happy yesterday. 
2896,I was happy when my family and I went out to dinner last night.  My child behaved and I ate a good meal.
2897,I went for a long walk with my dogs.
2898,I was really happy at work when I had completed all of the tasks assigned in a timely manner with extra time to spare for myself. 
2899,I found out my boss is going to be away today which made me very happy!
2900,"When I was lifting weights at the gym I squatted 220, this made me happy because it is a new record for me. "
2901,Figured out a solution to my project issue
2902,Getting enough break in the rain to bug spray.
2903,I finished my coursework in time.
2904,I got tickets to a concert of one of my favorite bands.
2905,I got to spend time working on a couple of my hobbies that I haven't had time for lately.
2906,My daughter told me she loved me and she was glad that I was her dad and not someone else as I was trying to help her feel better since she was sick.
2907,My friend called me after 6 months to invite me for her wedding 
2908,"Actually yesterday evening i was playing hide and seek with my sisters cute little girl, which made me feel really very happy."
2909,"My friend Liz came over to hang out last night, and brought her playstation for me to borrow."
2910,I went to a trivia contest with friends.
2911,my favorite show came back on tv for a new season.
2912,I finally mopped my kitchen
2913,"My son, from across the country, called to chit chat."
2914,Took my wife shopping
2915,I watched my daughter play polo at school and she was so happy.
2916,I watched my daughter dance yesterday at class.
2917,I am an insomniac and I was able to sleep well last night.
2918,I went to the grocery store and saw that blackberries were on sale. I love berries so I bought a couple of pints. Then while I was in the store it dawned on me that I could make some nice turnovers so I bought puff pastry too. Then I came home and made awesome berry turnovers. They were delicious!
2919,I had a lunch at house of my mother and it was great.
2920,I watched an Indians baseball game on my computer.
2921,I got to play with my baby daughter and make her laugh.
2922,It really made me happy when my husband came to visit me at work.
2923,I had a fantastic pizza for dinner.
2924,My kids spent the morning making a ride out of blankets and pillows and I pulled them around the house on it while we all laughed.
2925,I got my car serviced which was beginning to stress me out yesterday morning.
2926,My husband was on TV twice talking about our upcoming symphony concert.
2927,My long time friend called and we talked for a while. We mostly talked about the things we did together in the past and how fun it would be if we were to hang out again.
2928,I went to hang out with a friend for a little while.
2929,My mother finally decided she wanted to take a vacation to Washington.
2930,"I have been sick for the past three days and when I woke up this morning, I noticed that I am starting to feel better."
2931,"Someone whose help I really, badly needed perfectly understood what I was trying to communicate without my having to explain it in detail."
2932,Cleaning out my car
2933,I ran out for cardio early in the morning 
2934,Yesterday i attended my friends marriage function and i was very happy to see all of my old friends.
2935,"After work, I ordered some take-out online and it got to my apartment within 20 minutes, far faster than expected."
2936,I made decent sales today in my online store
2937,I watched a movie with my kids.
2938,I just found a movie that I enjoy on our cable company's on demand service.
2939,I found out that I don't have to go to work tomorrow 
2940,"i played cards in the evening hours with my friends, though i lost some amount of money i enjoyed those moments"
2941,Completing my anthropology 102 test and feeling pretty good about it.
2942,I received an unexpected email today from a friend who hasn't been in touch.  It really cheered me up.
2943,I made a funny image.
2944,My son used his potty chair for the first time!
2945,Went to the grocery store to purchase lamb chops which I cooked for my wife and myself for dinner. 
2946,I talked to my friend about stuff we're planning to do this weekend.
2947,I talked to my son.
2948,I made a new friend on the TV station tour.
2949,I sorted and organized all my tax documents in preparation to file my taxes.
2950,"Attending a meeting at work and knowing that people respect my opinion but also laugh when I make a joke. It makes me happy to feel appreciated, valued, and liked."
2951,"Got a work project with excellent timing, and I could use the extra money."
2952,I cooked dinner for my wife and she said it tasted really good.
2953,I went for a loan and got it sanctioned.
2954,I saw my Dad at his workplace and traded cars with him so he could get mine fixed.
2955,Today my birthday we all arranged grand party in mall we enjoying a lot here
2956,I drove my mom to meet a pastor she really loves from a TV show. It was in San Jose and it took me about 8 hours back and forth the drive and the meeting. I love healing my mom whenever I can.
2957,I was happy when I went for my jog this morning and found $20.
2958,I slow-cooked a delicious meal in the crock pot with healthy ingredients.
2959,A stranger complimented my choice of dress. 
2960,It stopped raining during my drive home. 
2961,Had a nice and relaxing coffee break with a friend from work.
2962,I baked a special sugar free wheat cake for my mother who is having diabetes.
2963,I got all my trees in my yard trimmed
2964,I got to speak to a family member I have not seen in awhile. 
2965,My sister came over with my nephew and they lifted my mood.
2966,My cat is gaining weight with the new food the vet prescribed for him. 
2967,I talked to my mother.
2968,I had a delicious breakfast.
