ID,TEXT
1086,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
1087,I don't think he has spatula hands!
1088,You can never do NOTHING
1089,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
1090,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
1091,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
1092,Please da call me any mistake from my side sorry da. Pls da goto doctor.
1093,Where r we meeting?
1094,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
1095,Now only i reached home. . . I am very tired now. . I will come tomorro
1096,Ryder unsold.now gibbs.
1097,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
1098,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
1099,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
1100,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
1101,You busy or can I come by at some point and figure out what we're doing tomorrow
1102,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
1103,Black shirt n blue jeans... I thk i c ü...
1104,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
1105,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
1106,on hen night. Going with a swing
1107,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
1108,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1109,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
1110,S s..first time..dhoni rocks...
1111,Ok ill tell the company
1112,"Awesome, think we can get an 8th at usf some time tonight?"
1113,So that means you still think of teju
1114,"No I'm good for the movie, is it ok if I leave in an hourish?"
1115,No no:)this is kallis home ground.amla home town is durban:)
1116,So lets make it saturday or monday as per convenience.
1117,Hey... What time is your driving on fri? We go for evaluation on fri?
1118,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
1119,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
1120,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
1121,Cancel cheyyamo?and get some money back?
1122,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
1123,Ok.ok ok..then..whats ur todays plan
1124,Good morning princess! How are you?
1125,Aiyar sorry lor forgot 2 tell u...
1126,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
1127,Not tonight mate. Catching up on some sleep. This is my new number by the way.
1128,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
1129,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
1130,"So check your errors and if you had difficulties, do correction."
1131,Howz pain?hope u r fine..
1132,"Sorry, I'll call later"
1133,Good morning princess! How are you?
1134,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1135,U wake up already? Thanx 4 e tau sar piah it's quite nice.
1136,K do I need a login or anything
1137,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
1138,LOL ... No just was busy
1139,What * u wearing?
1140,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
1141,Oh:)as usual vijay film or its different?
1142,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1143,Have you had a good day? Mine was really busy are you up to much tomorrow night?
1144,And is there a way you can send shade's stuff to her. And she has been wonderful too.
1145,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
1146,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
1147,Babe ? I lost you ... :-(
1148,Ok... Help me ask if she's working tmr a not?
1149,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
1150,Not a drop in the tank
1151,(That said can you text him one more time?)
1152,"Sorry, I'll call later"
1153,Ok i go change also...
1154,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
1155,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
1156,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
1157,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
1158,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
1159,Hey! There's veggie pizza... :/
1160,Yun buying... But school got offer 2000 plus only...
1161,You sure your neighbors didnt pick it up
1162,K. I will sent it again
1163,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1164,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
1165,Well. Im computerless. Time to make some oreo truffles
1166,"Haha yeah I see that now, be there in a sec"
1167,I am not having her number sir
1168,Lol now I'm after that hot air balloon!
1169,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1170,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
1171,"Yeah, we can probably swing by once my roommate finishes up with his girl"
1172,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1173,Happy new years melody!
1174,Ü dun need to pick ur gf?
1175,Yay! You better not have told that to 5 other girls either.
1176,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
1177,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?"
1178,Just nw i came to hme da..
1179,"I'm outside islands, head towards hard rock and you'll run into me"
1180,To day class is there are no class.
1181,I'm in chennai velachery:)
1182,You flippin your shit yet?
1183,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
1184,Am i that much bad to avoid like this?
1185,"Yo, you around? Just got my car back"
1186,Annoying isn't it.
1187,"Goodmorning, Today i am late for  &lt;#&gt; min."
1188,There's no point hangin on to mr not right if he's not makin u happy
1189,All will come alive.better correct any good looking figure there itself..
1190,In that case I guess I'll see you at campus lodge
1191,We're done...
1192,Come to my home for one last time i wont do anything. Trust me.
1193,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
1194,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
1195,Ok... C ya...
1196,You have 1 new voicemail. Please call 08719181503
1197,What he said is not the matter. My mind saying some other matter is there.
1198,He also knows about lunch menu only da. . I know
1199,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
1200,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1201,Otherwise had part time job na-tuition..
1202,I know she called me
1203,"Me also da, i feel yesterday night  wait til 2day night dear."
1204,Thanks for understanding. I've been trying to tell sura that.
1205,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
1206,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
1207,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
1208,I need you to be in my strong arms...
1209,Also maaaan are you missing out
1210,His bday real is in april .
1211,Guessin you ain't gonna be here before 9?
1212,Ok then i will come to ur home after half an hour
1213,"Yo, the game almost over? Want to go to walmart soon"
1214,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
1215,I'll text now! All creepy like so he won't think that we forgot
1216,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
1217,You have 1 new voicemail. Please call 08719181513.
1218,"Damn, can you make it tonight or do you want to just wait til tomorrow"
1219,K..k..i'm also fine:)when will you complete the course?
1220,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
1221,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1222,Prakesh is there know.
1223,Teach me apps da. When you come to college.
1224,Rofl betta invest in some  anti aging products
1225,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
1226,"sir, you will receive the account no another 1hr time. Sorry for the delay."
1227,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
1228,So ü'll be submitting da project tmr rite?
1229,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
1230,Jus ans me lar. U'll noe later.
1231,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
1232,have got * few things to do. may be in * pub later.
1233,1's finish meeting call me.
1234,Lol ok. I'll snatch her purse too.
1235,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""
1236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1237,How much are we getting?
1238,Is ur paper in e morn or aft tmr?
1239,"Dear relieved of westonzoyland, all going to plan this end too!"
1240,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1241,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
1242,"I want to show you the world, princess :) how about europe?"
1243,Nobody can decide where to eat and dad wants Chinese
1244,No shoot me. I'm in the docs waiting room. :/
1245,Now? I'm going out 4 dinner soon..
1246,Hello which the site to download songs its urgent pls
1247,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
1248,Horrible gal. Me in sch doing some stuff. How come u got mc?
1249,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
1250,"I call you later, don't have network. If urgnt, sms me."
1251,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1252,Please CALL 08712402779 immediately as there is an urgent message waiting for you
1253,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
1254,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
1255,What your plan for pongal?
1256,Just wait till end of march when el nino gets himself. Oh.
1257,"Not yet chikku..going to room nw, i'm in bus.."
1258,Am also doing in cbe only. But have to pay.
1259,Honey boo I'm missing u.
1260,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
1261,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
1262,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
1263,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
1264,Ok. No wahala. Just remember that a friend in need ...
1265,I will see in half an hour
1266,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
1267,"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."""
1268,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
1269,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
1270,"Tee hee. Off to lecture, cheery bye bye."
1271,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
1272,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1273,Ok...
1274,network operator. The service is free. For T & C's visit 80488.biz
1275,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
1276,Wot u up 2 u weirdo?
1277,Can do lor...
1278,Dont put your phone on silent mode ok
1279,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
1280,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
1281,Oh ho. Is this the first time u use these type of words
1282,Am I the only one who doesn't stalk profiles?
1283,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
1284,Yes i thought so. Thanks.
1285,But if she.s drinkin i'm ok.
1286,"Just wondering, the others just took off"
1287,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
1288,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
1289,Happy new year to u too!
1290,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
1291,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
1292,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
1293,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
1294,Happy birthday... May all ur dreams come true...
1295,Aiyah u did ok already lar. E nydc at wheellock?
1296,TELL HER I SAID EAT SHIT.
1297,Sure! I am driving but will reach my destination soon.
1298,"K so am I, how much for an 8th? Fifty?"
1299,Your daily text from me – a favour this time
1300,Great to hear you are settling well. So what's happenin wit ola?
1301,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1302,I tot u reach liao. He said t-shirt.
1303,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
1304,I cant pick the phone right now. Pls send a message
1305,Your right! I'll make the appointment right now.
1306,Designation is software developer and may be she get chennai:)
1307,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
1308,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1309,I jokin oni lar.. Ü busy then i wun disturb ü.
1310,"Ok, be careful ! Don't text and drive !"
1311,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
1312,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
1313,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
1314,How abt making some of the pics bigger?
1315,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
1316,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
1317,Why nothing. Ok anyway give me treat
1318,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
1319,Ok...
1320,Correct. So how was work today
1321,"Just sent again. Do you scream and moan in bed, princess?"
1322,"I wake up long ago already... Dunno, what other thing?"
1323,Oh just getting even with u.... u?
1324,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
1325,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
1326,Yeah jay's sort of a fucking retard
1327,"Sorry, was in the bathroom, sup"
1328,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
1329,My exam is for february 4. Wish you a great day.
1330,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
1331,"Aight no rush, I'll ask jay"
1332,Good Morning plz call me sir
1333,It's ok lar. U sleep early too... Nite...
1334,"Oh... Icic... K lor, den meet other day..."
1335,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
1336,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
1337,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
1338,Then she buying today? Ü no need to c meh...
1339,Aight sorry I take ten years to shower. What's the plan?
1340,Every monday..nxt week vl be completing..
1341,Might ax well im there.
1342,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
1343,Yeah I'll try to scrounge something up
1344,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
1345,Were somewhere on Fredericksburg
1346,Que pases un buen tiempo or something like that
1347,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
1348,She doesnt need any test.
1349,"Nothing much, chillin at home. Any super bowl plan?"
1350,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
1351,Bugis oso near wat...
1352,Yo theres no class tmrw right?
1353,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
1354,"Goodnight, sleep well da please take care pa. Please."
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
1356,Convey my regards to him
1357,U ned to convince him tht its not possible witot hurting his feeling its the main
1358,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1359,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
1360,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
1361,Yo dude guess who just got arrested the other day
1362,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
1363,What does the dance river do?
1364,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
1365,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
1366,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
1367,Bbq this sat at mine from 6ish. Ur welcome 2 come
1368,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
1369,Alright. I'm out--have a good night!
1370,Did you try making another butt.
1371,Hope you are feeling great. Pls fill me in. Abiola
1372,I though we shd go out n have some fun so bar in town or something – sound ok?
1373,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
1374,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
1375,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
1376,We're finally ready fyi
1377,Auntie huai juan never pick up her phone
1378,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
1379,"Ya tel, wats ur problem.."
1380,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1381,i dnt wnt to tlk wid u
1382,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
1383,Its ok my arm is feeling weak cuz i got a shot so we can go another time
1384,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
1385,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
1386,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
1387,All e best 4 ur exam later.
1388,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
1389,Oh k.i think most of wi and nz players unsold.
1390,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
1391,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
1392,"Haha just kidding, papa needs drugs"
1393,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
1394,Oh ok..
1395,R we still meeting 4 dinner tonight?
1396,Thats cool! I am a gentleman and will treat you with dignity and respect.
1397,Shall i start from hear.
1398,Then we wait 4 u lor... No need 2 feel bad lar...
1399,No did you check? I got his detailed message now
1400,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1401,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
1402,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
1403,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1404,cool. We will have fun practicing making babies!
1405,Actually getting ready to leave the house.
1406,K..k..any special today?
1407,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
1408,Then we gotta do it after that
1409,"I've got ten bucks, jay is being noncomittal"
1410,Where at were hungry too
1411,Pls speak to that customer machan.
1412,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
1413,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1414,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
1415,So wats ur opinion abt him and how abt is character?
1416,Jay is snickering and tells me that x is totally fucking up the chords as we speak
1417,No..few hours before.went to hair cut .
1418,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
1419,Lmao. Take a pic and send it to me.
1420,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)"
1421,No. She's currently in scotland for that.
1422,Do you work all this week ?
1423,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
1424,Lol great now im getting hungry.
1425,Yes.. now only saw your message..
1426,I'll be at mu in like  &lt;#&gt;  seconds
1427,Ok...
1428,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
1429,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
1430,For sale - arsenal dartboard. Good condition but no doubles or trebles!
1431,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
1432,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
1433,Thanks for ve lovely wisheds. You rock
1434,You intrepid duo you! Have a great time and see you both soon.
1435,I asked sen to come chennai and search for job.
1436,Dad went out oredi...
1437,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
1438,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
1439,"Arms fine, how's Cardiff and uni?"
1440,In fact when do you leave? I think addie goes back to school tues or wed
1441,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
1442,Ya:)going for restaurant..
1443,"Its ok., i just askd did u knw tht no?"
1444,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
1445,Those ducking chinchillas
1446,I am in a marriage function
1447,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
1448,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
1449,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
1450,say thanks2.
1451,Msg me when rajini comes.
1452,Ya! when are ü taking ure practical lessons? I start in june..
1453,"That's good, because I need drugs"
1454,Stupid.its not possible
1455,Can ü all decide faster cos my sis going home liao..
1456,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
1457,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
1458,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
1459,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
1460,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
1461,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
1462,Kinda. First one gets in at twelve! Aah. Speak tomo
1463,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
1464,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
1465,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
1466,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
